artículo,pregunta 1,pregunta 2,pregunta 3,pregunta 4,pregunta 5,pregunta 6,pregunta 7,pregunta 8,pregunta 9,pregunta 10,pregunta 11,pregunta 12,pregunta 13,pregunta 14,pregunta 15,pregunta 16,pregunta 17
ARTÍCULO 226.,"Soy parte de un grupo artístico reconocido por la Universidad, ¿puedo ser exonerado del pago de matrícula?","He destacado en deportes y quiero saber si puedo ser exonerado del pago de matrícula, ¿es posible?","Estoy en un grupo artístico ad honorem, ¿qué debo hacer para ser exonerado del pago de matrícula?","Soy deportista destacado y quiero saber si hay algún requisito adicional para la exoneración de matrícula, ¿qué debo hacer?",,,,,,,,,,,,,
ARTÍCULO 227.,"Soy un estudiante de tiempo parcial y quiero saber si puedo obtener este beneficio, ¿es posible?","He sido sancionado disciplinariamente en el pasado, ¿puedo obtener este beneficio de exoneración de pagos de derechos de matrícula?","Tengo un promedio ULA de 2.9, ¿puedo obtener este beneficio de exoneración de pagos de derechos de matrícula?",,,,,,,,,,,,,,
ARTÍCULO 228.,"Soy un deportista destacado y quiero saber si puedo ser exonerado del pago de matrícula, ¿qué debo hacer?","He participado en un grupo artístico y quiero saber si puedo ser exonerado del pago de matrícula, ¿es posible?",,,,,,,,,,,,,,,
ARTÍCULO 229.,"Soy parte de un grupo artístico y quiero saber si eso me garantiza un reconocimiento, ¿es así?","He participado activamente en actividades deportivas y quiero saber si eso me ayuda a obtener un reconocimiento, ¿qué debo hacer?","Estoy preocupado porque solo pertenezco a un grupo artístico, ¿eso es suficiente para obtener un reconocimiento?",,,,,,,,,,,,,,
ARTÍCULO 230.,"He participado en varias actividades científicas fuera de la universidad, ¿puedo recibir un reconocimiento?","Soy parte de un grupo artístico y hemos tenido varias presentaciones, ¿puedo ser reconocido por esto?","He realizado trabajo comunitario fuera de la universidad, ¿puedo obtener un reconocimiento?",,,,,,,,,,,,,,
ARTÍCULO 231.,"He sido galardonado con la exaltación de méritos, ¿qué recibiré?","Estoy preocupado por el pago de derechos de matrícula el próximo semestre, ¿estaré exento?",¿Qué requisitos debo cumplir para estar exento del pago de derechos de matrícula tras recibir la exaltación de méritos?,,,,,,,,,,,,,,
ARTÍCULO 232.,"He participado en varias actividades extracurriculares y quiero saber cómo se otorga la exaltación de méritos, ¿qué debo hacer?","Mi departamento me ha nominado para la exaltación de méritos, ¿quién decide si la obtengo?",,,,,,,,,,,,,,,
ARTÍCULO 233.,"He recibido varios reconocimientos durante mi carrera, ¿aparecerán en mi hoja de vida académica?","Estoy preocupado por si mis logros académicos serán registrados, ¿qué debo esperar?","Quiero saber si los premios y menciones que he recibido se reflejarán en mi expediente académico, ¿es así?",,,,,,,,,,,,,,
ARTÍCULO 234.,"Soy un estudiante y necesito apoyo para mis actividades académicas, ¿qué ofrece la Universidad?","Estoy buscando información sobre los beneficios que puedo recibir como estudiante, ¿qué debo saber?",,,,,,,,,,,,,,,
ARTÍCULO 235.,"Estoy pasando por un momento difícil y necesito orientación, ¿qué servicios ofrece la Universidad?","Tengo un problema dental y necesito atención, ¿puedo recibir ayuda en la Universidad?","Necesito un préstamo a corto plazo para cubrir algunos gastos, ¿puedo obtenerlo en la Universidad?","Paso mucho tiempo en la Universidad y necesito comer allí, ¿hay servicios de cafetería disponibles?",,,,,,,,,,,,,
ARTÍCULO 236.,"Soy un estudiante de tiempo parcial y necesito un préstamo a corto plazo, ¿puedo recibir este beneficio?","Tengo una sanción disciplinaria en mi hoja de vida del semestre anterior, ¿puedo acceder a los servicios de cafetería?","Estoy pasando por una situación especial y necesito un préstamo a corto plazo, ¿qué puedo hacer?",,,,,,,,,,,,,,
ARTÍCULO 237.,"Tengo dudas sobre cómo utilizar los servicios de la Universidad, ¿dónde puedo encontrar las disposiciones?","Estoy interesado en los servicios de cafetería y psicoorientación, ¿quién dicta las normas para su uso?",,,,,,,,,,,,,,,
ARTÍCULO 238.,"Tengo un promedio ULA alto y necesito servicios de bienestar, ¿tengo alguna preferencia?","Estoy preocupado porque necesito servicios de bienestar y mi promedio ULA es bajo, ¿qué debo saber?",,,,,,,,,,,,,,,
ARTÍCULO 239.,"He sido acusado de una conducta contraria a la vida institucional, ¿qué debo saber?","Estoy preocupado porque me han dicho que mi comportamiento atenta contra el orden académico, ¿qué significa esto?",,,,,,,,,,,,,,,
ARTÍCULO 240.,"He sido acusado de copiar en un examen, ¿qué se considera fraude en una actividad evaluativa?","Un compañero me pidió que le pasara las respuestas durante una prueba, ¿esto es considerado fraude?","Me enteré del contenido de un cuestionario antes del examen, ¿esto es una falta?","Un amigo me pidió que lo sustituya en un examen, ¿qué implica la suplantación?",,,,,,,,,,,,,
ARTÍCULO 241.,"Me sorprendieron copiando en un examen, ¿qué sanción recibiré?","Estoy preocupado porque me acusaron de fraude durante una evaluación, ¿qué implica esto?","Me dijeron que la preparación del tema también cuenta como actividad evaluativa, ¿es cierto?","Me sorprendieron usando información no autorizada durante una prueba, ¿qué pasará con mi calificación?",,,,,,,,,,,,,
ARTÍCULO 242.,"He sido sorprendido copiando en un examen por segunda vez, ¿qué sanción recibiré?","Me han acusado de fraude nuevamente, ¿qué pasará con mi matrícula?",,,,,,,,,,,,,,,
ARTÍCULO 243.,"He sido acusado de sustraer un cuestionario, ¿qué sanción recibiré?","Un amigo me pidió que le pasara un cuestionario de admisión, ¿qué pasará si lo hago?",,,,,,,,,,,,,,,
ARTÍCULO 244.,"Un compañero me pidió que lo sustituya en un examen, ¿qué sanción recibiré si lo hago?","He sido acusado de suplantar a otro estudiante en una prueba, ¿qué sanción me espera?","No estoy matriculado y me han acusado de suplantación, ¿qué sanción recibiré?",,,,,,,,,,,,,,
ARTÍCULO 245.,"He sido sorprendido copiando en un examen, ¿quién me impondrá la sanción?","Me han acusado de fraude en una evaluación, ¿qué debe hacer el profesor?","He reincidido en fraude, ¿quién me impondrá la sanción?",,,,,,,,,,,,,,
ARTÍCULO 246.,"He sido acusado de suplantación en un examen, ¿quién impondrá la sanción?","Quiero apelar una sanción por suplantación, ¿qué debo hacer?",,,,,,,,,,,,,,,
ARTÍCULO 247.,"Como estudiante, me preocupa si hay problemas con la falsificación de calificaciones en la universidad. ¿La falsificación de calificaciones se considera una conducta que atenta contra el reglamento universitario?","En mi curso, algunos compañeros han obstaculizado la aplicación de ciertas normas, y temo que esto afecte el ambiente de aprendizaje. ¿Obstaculizar o impedir la aplicación de los reglamentos vigentes es una conducta inapropiada según el reglamento?",Noté que alguien estaba usando los salones para actividades que no tienen relación con el propósito de la universidad. ¿Usar indebidamente las instalaciones de la universidad para otros fines es una falta?,"He visto actos de coacción en los espacios de aprendizaje, y siento que afecta la libertad de los estudiantes para aprender. ¿Impedir la libertad de aprendizaje mediante coacción se considera una infracción?",Alguien intentó causar daños materiales a algunos implementos de la universidad. ¿Causar daño a la planta física o a los implementos de la universidad se considera una falta grave?,He escuchado de casos donde se restringe la participación de algunos estudiantes en los procesos de elección de representantes. ¿Es correcto que se coarte la participación en estos procesos?,Observé que algunos estudiantes estaban involucrados en el comercio de productos en el campus. ¿Está permitido el comercio informal dentro de la universidad?,Siento que no siempre se garantiza la protección de las víctimas en casos de violencia de género. ¿Qué establece el reglamento respecto a la confrontación entre víctima y agresor en estos casos?,He escuchado que existen restricciones sobre el consumo de sustancias en el campus. ¿Está permitido el consumo o suministro de drogas en las instalaciones de la Universidad?,Me preocupa que algunos estudiantes no respetan las instalaciones y recursos de la universidad al permitir que vendedores no autorizados usen agua y electricidad. ¿Permitir el uso de estos recursos para fines de ventas informales es una infracción?,,,,,,,
ARTÍCULO 248.,"He cometido una falta y estoy preocupado por la sanción, ¿cómo se calificarán las faltas disciplinarias?","Me han acusado de una falta y quiero saber qué factores se considerarán para determinar la sanción, ¿qué debo saber?",,,,,,,,,,,,,,,
ARTÍCULO 249.,"He cometido una falta y estoy preocupado por cómo se determinará la sanción, ¿qué criterios se tendrán en cuenta?","Estoy preocupado por mi participación en una falta, ¿cómo se evaluarán las modalidades y circunstancias del hecho?","He cometido una falta pero mis motivos eran nobles, ¿cómo se evaluarán los motivos determinantes?","Tengo antecedentes personales positivos, ¿cómo se considerarán en la determinación de la sanción?",,,,,,,,,,,,,
ARTÍCULO 250.,"He cometido una falta y me preocupa que sea considerada agravante, ¿qué circunstancias se consideran agravantes?","Estoy preocupado porque cometí una falta junto con otros estudiantes, ¿esto es una circunstancia agravante?","He reincidido en una falta y temo que esto agrave mi situación, ¿es así?","Cometí una falta para ocultar otra, ¿esto se considera agravante?",,,,,,,,,,,,,
ARTÍCULO 251.,"He cometido una falta pero siempre he tenido buena conducta, ¿esto puede ayudarme?","Un profesor me indujo a cometer una falta, ¿esto se considera una circunstancia atenuante?","No sabía que lo que hice era una falta, ¿esto puede ser una circunstancia atenuante?","He confesado mi falta antes de que me descubrieran, ¿esto puede ayudarme?","He intentado resarcir el daño antes de que se inicie el proceso disciplinario, ¿esto se considera una circunstancia atenuante?",,,,,,,,,,,,
ARTÍCULO 252.,"He sido acusado de una falta disciplinaria, pero no creo que haya sido mi culpa, ¿puedo ser sancionado?","Me preocupa que me sancionen por algo que no hice intencionalmente, ¿es posible?",,,,,,,,,,,,,,,
ARTÍCULO 253.,"He cometido una falta hace más de un año y me preocupa que se considere reincidencia, ¿se tendrá en cuenta?","Me han acusado de una falta y quiero saber si mis faltas anteriores cuentan como reincidencia, ¿qué debo saber?",,,,,,,,,,,,,,,
ARTÍCULO 254.,"He sido acusado de una conducta inapropiada y estoy preocupado por las posibles sanciones, ¿qué tipo de sanciones puedo enfrentar?","Me han dicho que puedo ser expulsado por mi comportamiento, ¿es cierto?","Estoy preocupado porque me han mencionado la suspensión de mi derecho a optar al título, ¿es una sanción posible?","He recibido una amonestación privada, ¿qué otras sanciones podría enfrentar si reincido?",,,,,,,,,,,,,
ARTÍCULO 255.,"He recibido una sanción disciplinaria y estoy preocupado por mi hoja de vida académica, ¿se registrará esta sanción?","Me han informado de una sanción disciplinaria y quiero saber si afectará mi expediente académico, ¿qué debo esperar?",,,,,,,,,,,,,,,
ARTÍCULO 256.,"He recibido una amonestación privada y quiero saber si puede ser verbal, ¿es posible?","Estoy preocupado porque me han dicho que mi amonestación será pública, ¿cómo se hará esto?","Me han informado que recibiré una amonestación privada, ¿puede ser por escrito?","He recibido una amonestación pública y quiero saber si se publicará en algún lugar, ¿es posible?",,,,,,,,,,,,,
ARTÍCULO 257.,"He cometido una falta disciplinaria y estoy preocupado por posibles sanciones penales, ¿la Universidad puede aplicar sanciones disciplinarias además de las penales?","Me han informado que puedo enfrentar sanciones penales por mi comportamiento, ¿la Universidad también aplicará sanciones disciplinarias?",,,,,,,,,,,,,,,
ARTÍCULO 258.,"He escuchado que el artículo 258 fue derogado, ¿qué significa esto para el régimen disciplinario?","Estoy preocupado por el procedimiento disciplinario en la universidad, ¿qué cambios se han hecho recientemente?",,,,,,,,,,,,,,,
ARTÍCULO 259.,"He sido acusado de una falta disciplinaria y quiero saber cómo se inicia el proceso, ¿qué debo hacer?","Un compañero presentó una queja en mi contra, ¿cómo se inicia la acción disciplinaria?","Estoy preocupado porque un funcionario público informó sobre mi conducta, ¿qué sucede ahora?",,,,,,,,,,,,,,
ARTÍCULO 260.,"Me retiré de la universidad pero cometí una falta antes de irme, ¿aún pueden sancionarme?","Estoy preocupado porque me retiré de la universidad y cometí una falta, ¿quedará registrada en mi expediente?",,,,,,,,,,,,,,,
ARTÍCULO 261.,"He sido acusado de un delito en la universidad, ¿qué sucederá con mi caso?","Estoy preocupado porque hay un proceso penal en mi contra, ¿se suspenderá la acción disciplinaria en la universidad?",,,,,,,,,,,,,,,
ARTÍCULO 262.,"He cometido una falta hace varios años y estoy preocupado por las consecuencias, ¿cuánto tiempo tiene la universidad para iniciar una acción disciplinaria?","Mi falta fue continuada y quiero saber cuándo empieza a contar el plazo de prescripción, ¿qué debo saber?","He encontrado los artículos 264 al 268 y quiero saber si siguen vigentes, ¿qué debo hacer?",,,,,,,,,,,,,,
ARTÍCULO 263,"He sido acusado de una falta y quiero saber cómo se manejará mi caso, ¿qué procedimiento se seguirá?","Estoy preocupado por mi derecho de defensa en un procedimiento sancionatorio, ¿cómo se garantiza esto?","Quiero saber si hay alguna normativa específica que se aplicará en mi caso de sanción, ¿qué debo esperar?",,,,,,,,,,,,,,
ARTÍCULOS 264 AL 268,"He encontrado los artículos 264 al 268 y quiero saber si siguen vigentes, ¿qué debo hacer?","Estoy preocupado por las disposiciones disciplinarias anteriores, ¿dónde puedo encontrar información actualizada?",,,,,,,,,,,,,,,
ARTÍCULO 269.,"He reprobado un curso por tercera vez y quiero saber si puedo matricularme nuevamente, ¿qué debo hacer?","Tengo dos períodos de prueba acumulados y estoy preocupado por cómo afectará esto mi situación académica, ¿qué debo saber?",,,,,,,,,,,,,,,
ARTÍCULO 270.,"Estoy en un programa conducente a título que no está adscrito a ninguna facultad, ¿quién tiene las funciones de consejo de facultad?","Mi programa no pertenece a ninguna facultad, ¿quién tiene las funciones de decano?",,,,,,,,,,,,,,,
